movieId,title,genres,tmdbId,director,top_3_cast,overview,poster_path
57,Home for the Holidays (1995),Drama,9089.0,Jodie Foster,Holly Hunter|Robert Downey Jr.|Anne Bancroft,"Claudia Larson voit arriver avec une forte appréhension Thanksgiving, fêté par des millions d'Américains. Son licenciement, sa fille qui décide de se faire déflorer dans les quarante-huit heures ne font que cristalliser un peu plus son angoisse des fêtes familiales. Pour affronter cette réunion et sa famille, Claudia lance un SOS à son frère Tommy, qui doit la rejoindre à Baltimore chez leurs parents. Mais ce qui s'annonce comme une corvée apportera finalement à Claudia une délivrance inespérée.",https://image.tmdb.org/t/p/w500/pffSucvReRcwtjLw9YmJpYLUIfL.jpg
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,11010.0,Michael Radford,Massimo Troisi|Philippe Noiret|Maria Grazia Cucinotta,"Mario a eu la double infortune de naître sur une île du Sud de l'Italie qui ne vit que de la pêche, et de détester cette activité. Aussi, quelle ne fut sa joie lorsqu'il apprit qu'il était engagé comme facteur dans le village voisin, et qu'en outre son travail se limiterait à desservir une seule adresse, mais quelle adresse : celle de Pablo Neruda, le poète chilien en exil. Neruda se laisse peu à peu séduire par cet admirateur enthousiaste qu'il trouvait envahissant aux débuts de leur relation. Une amitié naît entre les deux hommes. Neruda communique à l'homme qui concrétise son lien avec le monde l'amour des mots et le sens de leur agencement. Il l'aide même à conquérir la femme qu'il aime et qu'il pourra bientôt épouser...",https://image.tmdb.org/t/p/w500/gS9oBkj080WmqygQ4CDqVpVz4R6.jpg
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,11359.0,Frank Oz,Hal Scardino|Litefoot|Lindsay Crouse,"Le soir de ses neuf ans, Omri reçoit pour son anniversaire une figurine en plastique représentant un indien ainsi qu'un placard modèle réduit. Le soir, il range son petit indien dans le placard pour découvrir que le lendemain, un authentique peau-rouge...",https://image.tmdb.org/t/p/w500/eizcHF2ZZeXBIbFT1ff12uzxtyG.jpg
61,Eye for an Eye (1996),Drama|Thriller,17182.0,John Schlesinger,Sally Field|Kiefer Sutherland|Ed Harris,"La vie de Karen McCann bascule le jour où sa fille Julie est violée puis tuée. L'assassin, Robert Doob, est libéré après l'obtention d'un non-lieu par son avocate. Revoltée, Karen s'initie au maniement des armes et suit Doob à la trace...",https://image.tmdb.org/t/p/w500/jVEHVcqa1v34Dxga0XftLQtksfm.jpg
62,Mr. Holland's Opus (1995),Drama,2054.0,Stephen Herek,Richard Dreyfuss|Glenne Headly|Jay Thomas,"En 1965, Glenn Holland est un jeune compositeur qui entreprend de façon alimentaire un emploi de professeur de musique dans un lycée alors qu'il tente parallèlement de composer une symphonie de musique classique qui doit le rendre célèbre. Mais il se découvre petit à petit une véritable passion pour l'enseignement et va enseigner dans le même lycée pendant trente ans en consacrant à son métier le meilleur de lui-même.",https://image.tmdb.org/t/p/w500/ux3lFyldOxLuaCdJN4fnisirEca.jpg
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,10607.0,Paris Barclay,Shawn Wayans|Marlon Wayans|Tracey Cherelle Jones,"A vingt ans, Cendar n'est plus un enfant. Et pour qu'il devienne enfin un adulte, sa mère décide de le renvoyer auprès de son père. A son arrivée à South Central, Cendar se met à la recherche de ses anciens camarades, son cousin Loc Dog, Pattes Folles, paralysé mais pas manchot, et Preach, un farouche activiste noir. Tous les quatre se rendent à une fête organisée pour célébrer la libération de Cure Dent, un excité de la gâchette. C'est là que Cendar fait la connaissance de Dashiki, une jeune femme très séduisante et mère célibataire d'une ribambelle d'enfants de pères différents. Avant que Loc Dog ait pu l'avertir du danger, le joyeux drille tombe fou amoureux d'elle",https://image.tmdb.org/t/p/w500/6AMUF2rTkPbVyl9cZy32WroAIt3.jpg
64,Two if by Sea (1996),Comedy|Romance,19760.0,Bill Bennett,Sandra Bullock|Denis Leary|Yaphet Kotto,"Frank O'Brien, maçon de métier, arrondit ses fins de mois en commettant de menus larcins. Cette vie n'est pas vraiment celle qu'esperait Roz, sa petite amie. Lorsqu'on lui propose de voler un tableau et de le livrer en Nouvelle Angleterre, Frank voit l'opportunité de passer un long week-end romantique. Mais le FBI est déjà à ses trousses...",https://image.tmdb.org/t/p/w500/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
65,Bio-Dome (1996),Comedy,9536.0,Jason Bloom,Pauly Shore|Stephen Baldwin|William Atherton,"Bud et Doyle, deux copains plutôt du genre paresseux, se rendent dans le Désert de l'Arizona avec leur petite Amie et tombent sur un complexe scientifique ultra-secret, appelé ""bio-dome"" Qui consacre ses recherches à la protection de l'environnement. Ils sont alors retenus prisonniers.",https://image.tmdb.org/t/p/w500/rIaidg7HppidYKnruuiryY2ApsV.jpg
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,11525.0,Farhad Mann,Patrick Bergin|Matt Frewer|Austin O'Brien,"Après l'explosion d'un mystérieux laboratoire, Jobe qui en est le seul survivant, oscille entre la vie et la mort. Il est alors pris en charge par le Dr Cori Platt qui entreprend de reconstruire son esprit en utilisant l'informatique et la réalité virtuelle. Pendant ce temps, le scientifique Benjamin Trace se bat pour conserver l'exploitation de son programme de réalité virtuelle nommé ""Chiron"". Malheureusement l'invention est mise aux enchères et c'est John Walker, un homme d'affaire cupide qui s'en empare afin de contrôler l'accès de toutes les autoroutes de l'information. Walker pense alors à Jobe, simple d'esprit devenu demi-dieu cybernétique pour l'aider dans son projet démoniaque. Seul le scientifique Trace peut contrer Jobe devenu une monstruosité synthétique, d'une puissance incommensurable.",https://image.tmdb.org/t/p/w500/k4U2n3GVYHiUBxTmIzdgj1pLDe7.jpg
68,French Twist (Gazon maudit) (1995),Comedy|Romance,4482.0,Josiane Balasko,Victoria Abril|Josiane Balasko|Alain Chabat,"Laurent et Loli forment un couple heureux qui vit bourgeoisement dans une petite ville du Sud. Mais un jour Marijo tombe en panne avec son camping-car, juste devant leur maison. Laurent et Marijo n'ont qu'un point en commun: ils aiment tous les deux les femmes...",https://image.tmdb.org/t/p/w500/lP4BHdzgW2PzdbMYulXIg2o9RqT.jpg
69,Friday (1995),Comedy,10634.0,F. Gary Gray,Ice Cube|Chris Tucker|Nia Long,"Craig Jones et Smokey sont deux fainéants vivant à Los Angeles. Smokey réussi à convaincre Craig de fumer pour la première fois lors d'un vendredi. Mais un dealer de drogue leur réclame 200 dollars de ce qu'ils ont fumé. Ils doivent payer leur dette vendredi soir, à tout prix...",https://image.tmdb.org/t/p/w500/2lReF53F8trkC68piGSfk0JVwWU.jpg
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,755.0,Robert Rodriguez,George Clooney|Quentin Tarantino|Harvey Keitel,"Deux criminels prennent une famille en otage près de la frontière mexicaine, après une cavale particulièrement sanglante durant laquelle ils ont tué un policier et kidnappé l’employée d’une banque. Leur fuite vers le Mexique les conduit finalement dans un bar en plein désert, où un contact leur a donné rendez-vous. Le « Titty Twister », un repaire de motards ouvert toute la nuit, va s'avérer être une antre cauchemardesque…",https://image.tmdb.org/t/p/w500/1Yr1gZHvrijIM7cNhI0QFA3VkRZ.jpg
71,Fair Game (1995),Action,11859.0,Andrew Sipes,William Baldwin|Cindy Crawford|Steven Berkoff,"Pour avoir menacé son ex-mari de faire saisir son bateau, Kate McQuean, une avocate devient à son insu la cible d'un commando, dirigé par un ancien colonel du KGB du nom de Kazak.",https://image.tmdb.org/t/p/w500/ouLux4mXHF5b37mkwesppjad5zV.jpg
72,Kicking and Screaming (1995),Comedy|Drama,28387.0,Noah Baumbach,Josh Hamilton|Olivia D'Abo|Chris Eigeman,"Dans cette comédie chorale, un jeune diplômé pétrifié à l'idée d'affronter la vie d'adulte emménage avec des copains dans la même situation.",https://image.tmdb.org/t/p/w500/ynAtSpTou7snNOq32djzILw9VCA.jpg
73,"Misérables, Les (1995)",Drama|War,48750.0,Claude Lelouch,Jean-Paul Belmondo|Michel Boujenah|Alessandra Martines,"Adaptation moderne du roman de Victor Hugo, Les Misérables, où le récit s'enrichit d'une multiplication des personnages (les Thénardier) avec mise en abyme de ce classique de la littérature française.",https://image.tmdb.org/t/p/w500/xN4r85lpLxuKgV4DYSJwFWTS5eL.jpg
74,Bed of Roses (1996),Drama|Romance,20927.0,Michael Goldenberg,Christian Slater|Mary Stuart Masterson|Pamela Adlon,"Jeune femme de caractère rompue aux affaires, Lisa Walker signe à Londres un important contrat quand on lui annonce la disparition de son père adoptif. De retour à New York, retrouvant son appartement, Lisa s'effondre en pleurs devant la fenêtre... Le lendemain, elle reçoit à son bureau un énorme bouquet de fleurs multicolores, livré par un certain Lewis Farrell, sans mot d'accompagnement. Intriguée, Lisa appelle son compagnon, Danny, puis sa meilleure amie, Kim. Mais ni l'un ni l'autre n'en sont les expéditeurs. Contrainte de se reposer quelques jours, Lisa en profite pour se rendre chez le fleuriste d'où le bouquet est parti",https://image.tmdb.org/t/p/w500/zCXvHCEm8334d0d646ldDkXnKws.jpg
75,Big Bully (1996),Comedy|Drama,36929.0,Steve Miner,Rick Moranis|Tom Arnold|Julianne Phillips,"Un écrivain retourne dans sa ville natale où il fait face à l'ennemi juré de l'enfance dont il a finalement ruiné la vie, seul l'intimidateur veut revivre leur passé douloureux en le torturant à nouveau.",https://image.tmdb.org/t/p/w500/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,Screamers (1995),Action|Sci-Fi|Thriller,9102.0,Christian Duguay,Peter Weller|Jennifer Rubin|Roy Dupuis,"Nous sommes en 2078 sur la planète Sirius 6B. L'Alliance, regroupement de mineurs qui s'oppose à un puissant consortium qui extrait un minerai radioactif, va devoir affronter dans sa lutte une redoutable armée, les Screamers, robots autonomes enfouis dans le sol qui détectent tout ce qui vit et l'exterminent. Le colonel Hendricksson, commandant de l'Alliance, va essayer de sauver les quelques mineurs rescapés.",https://image.tmdb.org/t/p/w500/sueTaWOZ76RJ3tY6OekE5n1lHZP.jpg
77,Nico Icon (1995),Documentary,124626.0,Susanne Ofteringer,Nico|Tina Aumont|Christian Aaron Boulogne,"À travers la vie et de la carrière de Nico, déesse du Velvet Underground, évocation des mythes des années soixante, d'Andy Warhol à Philippe Garrel.",https://image.tmdb.org/t/p/w500/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,27526.0,Sean Penn,Jack Nicholson|David Morse|Anjelica Huston,"Apres six ans d'attente et de préparation, Freddy Gale va enfin pouvoir se venger de John Booth, responsable de la mort de sa fille, et qui vient de terminer une peine de prison.",https://image.tmdb.org/t/p/w500/aOSjOjitc4g1D1VXrBSyLKkn4So.jpg
79,"Juror, The (1996)",Drama|Thriller,9623.0,Brian Gibson,Demi Moore|Alec Baldwin|Joseph Gordon-Levitt,"Annie Laird met autant de rigueur et de sérieux à élever seule son fils Oliver qu'à tenter de s'imposer sur le marché de la sculpture. Choisie pour être jurée lors du procès d'un chef mafieux, elle s'apprête à déployer les mêmes vertus dans cette difficile circonstance. Mais un acheteur un peu étrange vient lui rendre visite à la galerie. Annie comprend rapidement que Vincent, loin d'être un amateur d'art, est en réalité l'un des employés du caïd emprisonné, et qu'il a pour mission de l'amener à faire montre d'indulgence lors du verdict. Annie cède, sous le flux des menaces visant directement son fils, et entreprend de gagner les autres membres du jury à ses vues...",https://image.tmdb.org/t/p/w500/6nueoPyMX3IfYQomMrdLNWk0EUK.jpg
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,46785.0,Jafar Panahi,Aida Mohammadkhani|Mohsen Kafili|Fereshteh Sadr Orafaee,"La jeune Razieh obéit à la coutume de son pays : comme chaque premier jour de printemps, elle s'en va acheter un poisson rouge.",https://image.tmdb.org/t/p/w500/8UDknhokRx4vySTcbVzqAS5PsLM.jpg
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,400.0,Gary Fleder,Andy Garcia|Christopher Lloyd|William Forsythe,"Jimmy le Saint gère une affaire un peu particulière : il enregistre les malades en phase terminale afin qu'ils puissent donner des ""conseils d'après vie"" à tous ceux qui leur survivent. Mais le business ne fonctionne pas bien, et ses dépenses personnelles deviennent trop importantes. Devant les dettes, il accepte de faire une faveur à un caïd : lui et son équipe doivent juste effrayer un type. Mais l'opération tourne mal...",https://image.tmdb.org/t/p/w500/75p3gUkYQJAtrrhKdqEhHz3RMKZ.jpg
82,Antonia's Line (Antonia) (1995),Comedy|Drama,880.0,Marleen Gorris,Willeke van Ammelrooy|Els Dottermans|Dora van der Groen,"Dans une petite ferme de la campagne hollandaise, Antonia, vieille dame de 90 ans, entame sa dernière journée. Par sa façon d'être, son comportement entier et excentrique, Antonia a révolutionné le village. Mais, peu a peu, les rancoeurs et les préjugés se sont éteints et Antonia laisse le flambeau a ses filles.",https://image.tmdb.org/t/p/w500/774YCGVNZUJ5TTAmk80u37SHqUN.jpg
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,146599.0,Tim Reid,Al Freeman Jr.|Phylicia Rashād|Paula Kelly,,https://image.tmdb.org/t/p/w500/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg
85,Angels and Insects (1995),Drama|Romance,8447.0,Philip Haas,Mark Rylance|Kristin Scott Thomas|Patsy Kensit,,https://image.tmdb.org/t/p/w500/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,White Squall (1996),Action|Adventure|Drama,10534.0,Ridley Scott,Jeff Bridges|Caroline Goodall|John Savage,"Treize adolescents partent pour huit mois en mer à bord de ""L'Albatros"" commandé par le capitaine Sheldon, un aventurier prudent. Ce voyage va les transformer d'inconnus en amis, de rivaux en alliés, de garçons en hommes...",https://image.tmdb.org/t/p/w500/b9cDOVmWOfV278P2BcbnNErjem9.jpg
87,Dunston Checks In (1996),Children|Comedy,17414.0,Ken Kwapis,Sam the Orangutan|Jason Alexander|Faye Dunaway,"Dirigé avec entrain par Robert Grant, le Majestic, un superbe palace, se prépare à son célèbre bal annuel. La propriétaire, la tyrannique Mme Dubrow, espère bien décrocher une 6ème étoile au guide des plus beaux palaces du monde. Les deux fils de Robert Grant ne pensent qu'à s'amuser, ils perturbent un peu les préparatifs pour le bal. Mais c'est l'arrivée d'un prétendu lord, voleur en réalité, opérant avec un jeune orang-outan, nommé Dunston, qui déclenche une crise au Majestic. Après un spectaculaire hold up, le singe cache le butin et s'enfuit. Adopté par les deux frères, Dunston sème la panique dans l'établissement. Son propriétaire voulant le récuperer à tout prix, la chasse au singe s'ouvre...",https://image.tmdb.org/t/p/w500/6I3IMPwgw90UM9dIRwywPynz7GE.jpg
88,Black Sheep (1996),Comedy,13997.0,Penelope Spheeris,Chris Farley|David Spade|Tim Matheson,"La campagne pour l'élection du gouverneur de l'Etat de Washington bat son plein. Al Donnelly, un brillant politicien, compte bien faire mordre la poussière à la titulaire, Evelyn Tracy. Son plus gros handicap pourrait bien être l'encombrant enthousiasme de son frère, Mike, un véritable malchanceux. Or, Mike dirige le centre de loisirs de Buckley, la petite ville où doit se dérouler le dernier affrontement de la campagne. Evelyn Tracy compte bien profiter de la situation. Pour tenter de neutraliser son frère, Al dépêche auprès de lui un de ses assistants. La campagne s'annonce mouvementée, car Mike accumule les gaffes...",https://image.tmdb.org/t/p/w500/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg
89,Nick of Time (1995),Action|Thriller,2086.0,John Badham,Johnny Depp|Courtney Chase|Charles S. Dutton,Un modeste comptable se trouve pris dans un terrible piège lorsque sa fille est enlevée sous ses yeux afin de l'obliger à assassiner une femme politique influente. Il se rend compte que les services de sécurité font partie du complot et que lui-meme doit être elimine une fois son contrat rempli.,https://image.tmdb.org/t/p/w500/wRavZ1IVxQDfTNlyxVzEcc2ZIiv.jpg
